Category,URL,회사명,타이틀
데이터,https://www.wanted.co.kr/wd/192197,인터엑스,[서울] 데이터 분석가 (이미지 및 영상)
데이터,https://www.wanted.co.kr/wd/164795,한국신용데이터(KCD),[2600억↑투자] Scraping Engineer
데이터,https://www.wanted.co.kr/wd/120691,브레인커머스,[잡플래닛] 시니어 데이터 분석가
데이터,https://www.wanted.co.kr/wd/184231,웨이커,데이터 알고리즘 기획
데이터,https://www.wanted.co.kr/wd/170489,포자랩스,데이터 엔지니어
데이터,https://www.wanted.co.kr/wd/181604,웨이센(waycenInc.),AI 내시경 검사 데이터 검수 담당자 (간호사)
데이터,https://www.wanted.co.kr/wd/185409,로이드케이,데이터 엔지니어
데이터,https://www.wanted.co.kr/wd/171928,빅스데이터,데이터분석 및 시각화 솔루션(Tableau) 영업/기술영업
데이터,https://www.wanted.co.kr/wd/185398,케이티넥스알(KTNexR),Data Science (데이터 분석)팀 팀장
데이터,https://www.wanted.co.kr/wd/163011,넥슨코리아(NEXON),[인텔리전스랩스] 추천 시스템 데이터 엔지니어
데이터,https://www.wanted.co.kr/wd/160820,파이널데이터,IT기술영업
데이터,https://www.wanted.co.kr/wd/117080,데이터얼라이언스,[디지털서비스 사업부문] Product Owner
데이터,https://www.wanted.co.kr/wd/192689,크레이지알파카,데이터 엔지니어(팀원)
데이터,https://www.wanted.co.kr/wd/182075,미투온,데이터베이스 관리
데이터,https://www.wanted.co.kr/wd/177307,아이스크림에듀,데이터베이스 관리자(DBA)
데이터,https://www.wanted.co.kr/wd/182906,파트리지시스템즈,자율주행 데이터 솔루션 Front-End 개발자 (2~5년)
데이터,https://www.wanted.co.kr/wd/142324,한국미용데이터,플러터 모바일앱 개발자
데이터,https://www.wanted.co.kr/wd/100057,아크데이타,"데이터베이스 복제 솔루션 개발(C/C++, Linux/Unix)"
데이터,https://www.wanted.co.kr/wd/185675,어반데이터랩,소프트웨어 의료기기 인허가 담당 (RA)
데이터,https://www.wanted.co.kr/wd/174907,클로인트,블록체인 데이터 엔지니어
데이터,https://www.wanted.co.kr/wd/44144,테서,의료 영상데이터(비전) 딥러닝 연구원
데이터,https://www.wanted.co.kr/wd/177620,데이터라이즈,[100억↑투자] Data Application Engineer(2년 이상)
데이터,https://www.wanted.co.kr/wd/183588,헥토데이터,마이데이터사업팀 팀장
데이터,https://www.wanted.co.kr/wd/174187,에이모(AIMMO),[100억↑투자] Data-centric 기반 딥러닝 연구/개발 (Data Scientist)
데이터,https://www.wanted.co.kr/wd/146787,플루토랩스,데이터 엔지니어(Data Engineer)
데이터,https://www.wanted.co.kr/wd/154068,엔코아,부트캠프 강사(인공지능/빅데이터/백엔드)
데이터,https://www.wanted.co.kr/wd/155487,넷스루,솔루션(데이터분석) 기술지원
데이터,https://www.wanted.co.kr/wd/189220,엔코아,[신입] 부트캠프 강사(인공지능/빅데이터/백엔드)
데이터,https://www.wanted.co.kr/wd/150246,씨드로닉스,인공지능데이터 관리
데이터,https://www.wanted.co.kr/wd/147332,한국투자증권,데이터 거버넌스
데이터,https://www.wanted.co.kr/wd/166895,선엔지니어링종합건축사사무소,건축 데이터 아카이빙 스페셜리스트
데이터,https://www.wanted.co.kr/wd/182777,한국신용데이터(KCD),[2600억↑투자] Legal Counsel (사내 변호사)
데이터,https://www.wanted.co.kr/wd/188021,엑셈,"데이터 사이언티스트 (5년이상, 과장급)"
데이터,https://www.wanted.co.kr/wd/191772,넷스루,웹사이트 마케팅 데이터 애널리틱스 및 태깅 서비스 담당자
데이터,https://www.wanted.co.kr/wd/148699,미리디,데이터 챕터 리드
데이터,https://www.wanted.co.kr/wd/159965,어반데이터랩,클라우드 매니지드 서비스 기술영업
데이터,https://www.wanted.co.kr/wd/182130,디토닉,빅데이터 기반 데이터허브 솔루션 개발자
데이터,https://www.wanted.co.kr/wd/192212,인터엑스,[울산] 데이터 분석가 (이미지 및 영상)
데이터,https://www.wanted.co.kr/wd/191218,지란지교데이터,보안 솔루션 기술 영업 담당자(~3년 이하)
데이터,https://www.wanted.co.kr/wd/173748,이글루코퍼레이션,AI 엔진 API 디자인 및 개발 (빅데이터보안연구소)
데이터,https://www.wanted.co.kr/wd/118166,메이크잇,빅데이터 전문가
데이터,https://www.wanted.co.kr/wd/156491,넷스루,데이터솔루션엔지니어링 수행 팀원_10년 미만
데이터,https://www.wanted.co.kr/wd/180586,알티엠,Senior Data Scientist (이미지 데이터)_5년 이상
데이터,https://www.wanted.co.kr/wd/160807,파이널데이터,디지털포렌식 솔루션 기술지원
데이터,https://www.wanted.co.kr/wd/119850,파수,빅데이터 처리 시스템 개발
데이터,https://www.wanted.co.kr/wd/39809,토모큐브,3차원 데이터 시각화 및 분석 소프트웨어 개발
데이터,https://www.wanted.co.kr/wd/154807,아크데이타,엔지니어
데이터,https://www.wanted.co.kr/wd/185834,스피링크,챗봇 데이터 설계/구축 PM(프로젝트 매니저)
데이터,https://www.wanted.co.kr/wd/172046,메디픽셀,데이터 라벨링 연구원
데이터,https://www.wanted.co.kr/wd/181098,와이더플래닛,데이터 엔지니어
데이터,https://www.wanted.co.kr/wd/192605,다비오(Dabeeo),데이터 라벨링(1년 계약직)
데이터,https://www.wanted.co.kr/wd/189546,엔플럭스(NFLUX),통합관제 및 데이터플랫폼 솔루션 개발자(3년 이상)
데이터,https://www.wanted.co.kr/wd/192214,인터엑스,[울산] 데이터 분석가 (시계열)
데이터,https://www.wanted.co.kr/wd/191216,지란지교데이터,MFC/C++/C 개발자 (~5년이하) - 대전
